_id,x_mean,x_std,x_max,x_min,y_mean,y_std,y_max,y_min,z_mean,z_std,z_max,z_min,sma,x_energy,y_energy,z_energy,x_iqr,y_iqr,z_iqr,xy_corr,xz_corr,yz_corr
88,13408.565217391304,415.81619149533043,15712.0,11168.0,-142.72705314009661,995.0426065747665,2760.0,-2948.0,-9595.282608695652,594.8638960529344,-6220.0,-11740.0,16533.807863708727,179962419.88405797,1009882.9082125603,92423097.71014492,481.0,1829.0,745.0,-0.12799230234012696,0.8658847455581512,-0.26030706774727097
93,12671.4363541121,2115.9649252141216,29944.0,5392.0,-112.76689366160294,1777.0464503265757,7620.0,-7476.0,-10481.540073336826,2735.712901943044,-3608.0,-21456.0,16683.772169504762,165040261.47302252,3168956.245154531,117342886.94814038,2256.0,2200.0,3140.0,0.014490463880327263,-0.18217287861312992,-0.05479654512108176
94,13866.16,364.02822823431023,15144.0,11460.0,645.6391836734693,302.3389163678688,2408.0,-768.0,-8927.175510204082,527.3789293561834,-6840.0,-12204.0,16518.899334611786,192402855.60816327,508221.46612244897,79972477.6032653,459.0,376.0,700.0,0.37899206768169,0.9456712583410614,0.40120743131934594
95,14332.621784345922,1757.8436353243362,18748.0,4540.0,-241.04214559386972,1677.9664581558054,5536.0,-11268.0,-7631.695675971538,1692.900804554492,-1980.0,-16352.0,16500.68096634445,208512370.15435138,2872131.6606458677,61107123.38040504,668.0,320.0,1378.0,0.7430497625631722,0.8655338355956587,0.5270414095626178
96,14319.472295514512,2476.1404736709446,27704.0,6692.0,-79.4976253298153,1654.486808226407,7712.0,-8040.0,-8133.260158311346,2286.864271848555,-2504.0,-17832.0,16599.84992771145,211175322.96781003,2742201.9715039576,71376909.23905014,2986.0,2162.0,3204.0,-0.02541466283090884,-0.715205097216263,-0.025945811271334225
97,6439.274376417234,1377.5608805785994,10512.0,1388.0,178.74036281179139,894.0401454817419,5304.0,-3676.0,-15176.230158730159,588.842518432858,-12496.0,-16900.0,16578.405023361604,43361390.58503401,831029.3378684807,230664599.0612245,938.0,508.0,448.0,-0.058806041994940716,0.9329713563136859,-0.07216547302473783
98,13299.096859213705,548.0537024628061,15928.0,10916.0,-2975.26553920492,1792.7941358951825,6816.0,-6368.0,-9113.435537008565,399.0818178074565,-7708.0,-11644.0,16505.494926980125,177166274.16121238,12065609.909949483,83213938.60399736,524.0,2272.0,472.0,0.7131778080135065,0.7402189966035834,0.26583241152996645
99,12588.155436130632,1823.552747879651,22800.0,7992.0,305.9776767259198,2256.047607383364,5548.0,-7356.0,-10560.975609756097,1959.024166014218,-4076.0,-18296.0,16651.134867637185,161785627.23108724,5181269.073170732,115370394.99958661,1678.0,4030.0,2752.0,0.03145613670604051,-0.4398194560658722,-0.11744373562457763
101,11154.083876009377,501.3419077234547,14076.0,8504.0,-474.94868455326906,835.8604814020625,1812.0,-3500.0,-12125.77337848398,480.6162859168411,-8684.0,-14352.0,16518.07354537472,124664865.35035166,924057.0065121126,147265311.8707997,444.0,1700.0,476.0,-0.20669599915007703,0.9539858448347127,-0.31573926368580846
102,14807.870820234353,455.6126134331294,16840.0,12204.0,322.76650471563306,1652.9284472576765,5200.0,-5936.0,-6996.777364961417,641.6366004481681,-5008.0,-10544.0,16481.49108395517,219480561.75593027,2835569.824521292,49366473.36038868,502.0,1992.0,896.0,0.32845459657162784,0.8046389220083866,0.31587834035796813
103,14448.421143102707,2554.5685088175555,28996.0,9592.0,-77.13107004727117,2215.911064670194,5752.0,-6584.0,-7850.918779544478,1909.4222649586336,-4484.0,-14440.0,16656.71989979101,215279889.40266436,4914100.923076923,65281252.290502794,2614.0,3940.0,3084.0,0.0520409371426114,-0.49836019422887845,-0.086902665018667
150,11723.146779303062,238.6529519657431,13672.0,10404.0,1217.7064413938754,161.20862312479218,1876.0,592.0,-11658.81731784583,236.831531297194,-9776.0,-12400.0,16582.18220199501,137489095.5691658,1508783.4762407602,135984080.81098205,336.0,212.0,344.0,0.41178553358482545,0.7702529593953088,0.4093552405033124
151,12760.419410745233,458.7529023401011,13856.0,9232.0,1907.2218370883882,277.95802137536015,2720.0,384.0,-10362.246100519931,555.0334987625101,-8768.0,-13772.0,16566.013656720595,163038666.57885614,3714722.322357019,107684072.95667244,508.0,336.0,656.0,0.8489622459928848,0.969136522739967,0.8765726603458456
152,12039.774332061068,2816.162338550242,32767.0,6028.0,1802.6068702290077,1196.8060142849706,7564.0,-2668.0,-11268.326335877862,1799.5658920689664,-4996.0,-21992.0,16744.909707670737,152883152.51956108,4681052.79389313,130212070.75572519,1817.0,1401.0,1788.0,0.4130689988848628,-0.15403172591332845,0.02865037022500093
153,14292.945851962246,149.63073018745865,14936.0,13956.0,101.72478887232985,119.57298845936334,736.0,-292.0,-8285.78042722305,251.73552950176742,-7304.0,-8872.0,16524.20779507223,204310679.36015898,24638.52955787382,68717496.58420268,224.0,164.0,372.0,0.0870089139693903,0.8967996827864055,0.12562662443526507
154,16057.18691588785,78.09727962083241,16732.0,15304.0,854.4859813084112,162.9056492410952,1532.0,-172.0,-3665.0734312416557,194.75785388817445,-2504.0,-4896.0,16494.343091306266,257839348.8010681,756675.6849132177,13470681.217623498,84.0,196.0,236.0,-0.07310190509897158,0.6508058017417951,-0.04093910022365871
155,15942.976486860305,2273.8836979634307,32767.0,10412.0,871.8450899031811,1080.3699678835528,5592.0,-4572.0,-4018.725680036883,1341.5980031022232,9180.0,-13632.0,16552.25674424006,259346662.4933149,1926775.000461042,17949211.470723838,1752.0,1364.0,1164.0,-0.007072010919841814,0.09113768838683092,0.05695859637544747
159,4232.158838599487,1636.6429614358394,7992.0,1864.0,-344.5755764304014,336.9035724643539,1152.0,-1484.0,-15929.772843723313,550.0077088321722,-14440.0,-17268.0,16579.159091620862,20588624.89496157,232187.8804440649,254060042.16567037,1456.0,500.0,404.0,-0.49956544330156155,0.9679621185364686,-0.505165134576446
160,13250.76465116279,361.5784968994189,14628.0,12048.0,1626.603410852713,836.2267696170077,3740.0,-2172.0,-9711.523720930232,470.0954355206134,-8328.0,-10960.0,16540.3863759117,175713462.31069767,3344897.036899225,94534614.1767442,628.0,916.0,796.0,-0.16911511330248752,0.9336178407934804,-0.042430856793947966
162,13538.91520125049,1765.9566726682351,24088.0,9916.0,452.26885502149275,1451.0934443167578,5088.0,-3100.0,-9350.197733489644,1256.9951324787992,-6404.0,-14216.0,16555.943415017788,186419609.11606097,2309396.4517389606,89005616.975381,1264.0,2400.0,1602.0,-0.02436199357688023,-0.4857052931606121,0.04123213319923684
163,13283.922739244952,322.0022684244496,15792.0,12336.0,-710.3143107989464,163.10322710989456,656.0,-1604.0,-9735.863037752415,477.78437062838447,-5528.0,-10932.0,16495.65889527137,176566243.28709394,531137.4047410008,95015206.78489904,380.0,172.0,508.0,0.2932104385243637,0.951226194363622,0.25438207290188564
164,14901.098880597016,232.2288473357934,16296.0,13088.0,-33.55037313432836,685.6946416968349,3712.0,-3304.0,-6983.742537313433,367.2799984178244,-5808.0,-8916.0,16475.97945957474,222096652.93283582,471083.4701492537,48907491.50746269,276.0,864.0,528.0,-0.05973277868356386,0.7489891068655548,-0.15733471365827165
165,14463.169406719086,1902.5538779189467,23100.0,9416.0,-459.5897069335239,1402.5308908850684,3392.0,-5148.0,-7785.605432451751,973.3222739566442,-5636.0,-13096.0,16526.85216631652,212801686.86776268,2177612.563259471,61562669.6154396,1163.0,2431.0,1444.0,-0.013330352812315852,-0.20830697660251182,-0.003986336927903165
166,9764.425950196592,688.0658021612586,12136.0,7356.0,-3027.0091743119265,546.5834540305502,456.0,-4808.0,-12954.076015727393,424.2658727320769,-9976.0,-14312.0,16530.360948581896,95817293.56225426,9461440.125819135,167988027.97378767,737.0,793.0,422.0,0.6663771059134984,0.9269613253695568,0.5089052135551069
167,11918.303740423615,800.5219305315296,14496.0,9940.0,-1272.3515096890492,585.718396925556,1084.0,-3472.0,-11305.634970707526,838.1504919860957,-8884.0,-12900.0,16526.941426759553,142686510.6155926,1961789.8008111762,128519561.75574583,1322.0,708.0,1358.0,0.26660425059773396,0.951286539665023,0.1892609798339285
169,12210.207329842931,2404.173839415441,20848.0,8132.0,-1481.0910994764397,1432.6317773252624,3212.0,-7036.0,-10972.97172774869,2179.719803177275,-6568.0,-18400.0,16590.066195286934,154866188.6827225,4244990.081675393,125154799.43036649,3342.0,2305.0,3850.0,-0.07680074912008752,-0.6882458608184358,0.19595961892865194
170,12280.493305144468,175.5948301296922,14340.0,9868.0,306.5722339675828,289.92671438693725,2596.0,-1824.0,-11062.031007751939,205.69520116234543,-7780.0,-13660.0,16535.52801491412,150841338.49753347,178014.41578576464,122410825.62367864,160.0,407.0,191.0,0.3218648012292457,0.8081659448438786,0.3689994207567857
171,14104.548148148147,242.35641138076699,14812.0,12488.0,-113.23407407407407,585.0170257052508,1004.0,-2060.0,-8538.788148148149,356.4065866268624,-7608.0,-10524.0,16503.92950569062,198996993.33925927,354940.1185185185,73037881.64740741,280.0,1036.0,452.0,0.17232443792934174,0.8681977991335623,0.11332900537461453
172,13400.408293460925,2556.748204681869,23584.0,8948.0,-84.2126528442318,1452.0708929521902,4380.0,-4188.0,-9711.889420521,1897.7526609739639,-4772.0,-15524.0,16659.59571225453,186104428.5550239,2114480.6975013292,97920346.6241361,3928.0,2388.0,3136.0,0.07526513205249073,-0.6452815071077331,0.027496409879615085
173,4771.505154639175,1039.12497806601,9904.0,2600.0,34.838189152846255,441.93586196698715,3548.0,-1192.0,-15839.313312415958,413.48365581951884,-13508.0,-17056.0,16585.431386855726,23846558.171223667,196433.4630210668,251054738.30927834,372.0,452.0,228.0,0.7386364457815031,0.9252283001888552,0.6998560560131021
174,12534.147480106101,930.5114028355994,25056.0,9256.0,-510.7925729442971,1215.053056405816,5944.0,-4440.0,-10731.499204244032,1059.9513607117717,-5812.0,-19148.0,16603.797593301148,157970245.1862069,1736479.7708222813,116287976.03819628,876.0,920.0,904.0,0.009906547536719877,0.6833259438225414,-0.0037932849452086133
175,11547.375631667603,2561.0573283623794,24864.0,5740.0,-330.85682201010667,1929.7735875359747,6188.0,-5288.0,-11799.047725996632,2166.6515792112173,-7616.0,-22080.0,16705.075523167307,139897215.8472768,3831401.3610331276,143909270.4952274,2736.0,3224.0,3108.0,-0.08521160305252934,-0.511455391825355,-0.01512572892286507
177,15463.169983686787,430.96344812025757,17000.0,6484.0,1.1484502446982054,342.2807494454984,2208.0,-2688.0,-5784.535073409462,898.2891692649218,-1436.0,-12780.0,16542.15811287097,239295294.8411093,117119.20652528548,34267506.17683524,536.0,296.0,1428.0,0.07435178880552097,0.8195274019542532,0.07465160694204122
178,15705.080668257757,290.54533037119603,19692.0,14652.0,527.0090692124105,766.813077303854,4080.0,-2972.0,-5034.409546539379,639.2495707174153,-3328.0,-8028.0,16532.374205386637,246733935.09116945,865460.185202864,25753724.44105012,368.0,1192.0,986.0,-0.3523221631919232,0.7462045388428814,-0.4475450683969165
179,15710.468887492143,2711.4307149814094,26848.0,10684.0,1179.0722815839094,1669.8509297169292,6564.0,-2920.0,-4866.126964173476,1190.5116204645624,-2032.0,-11164.0,16602.740098283903,254166068.28409806,4176860.962916405,25095618.715273414,3794.0,2802.0,1482.0,0.10972229995862137,-0.4767237155029342,-0.11573555786788346
180,9971.142268041238,496.21667826109024,12652.0,6956.0,2621.5092783505156,559.8085991382451,5748.0,-5764.0,-12951.917525773197,515.8621562501064,8248.0,-16576.0,16578.59662105606,99669824.50584193,7185588.8714776635,168018189.91065294,488.0,776.0,300.0,-0.4665850322395287,0.5129446866039219,-0.36064467226141544
181,11991.146082791653,1253.0777131429036,14076.0,8664.0,-1409.680465275402,227.07527807895863,-108.0,-2692.0,-11098.773862470065,1405.3204687757116,-8440.0,-14156.0,16508.860875079477,145357250.94491962,2038744.5555935684,125157031.21997948,2360.0,268.0,2636.0,-0.20333038198453757,0.9896690784486877,-0.18428786825317747
182,11648.204603580563,2287.4730252022773,23608.0,4956.0,-732.2813299232737,1650.9730503352716,3744.0,-5440.0,-11632.946291560102,2299.3385623628437,-5956.0,-18748.0,16640.52280696094,140909857.71867007,3260205.1764705884,140609016.83887467,2377.0,2829.0,3442.0,-0.12205756020352523,-0.4691652938398819,0.08165293004472804
183,9553.303780964798,498.80442479868395,12020.0,8696.0,794.5258583224685,171.5530184386281,2036.0,-612.0,-13477.946979574099,380.5995347911922,-10852.0,-14088.0,16551.948931596064,91514310.8561495,660688.987396784,181799847.8365928,660.0,168.0,464.0,-0.31599597920378486,0.955803143822082,-0.2972935032772926
184,13442.333048676344,146.2222123779666,14344.0,12704.0,1158.2476515798462,153.03600818161706,1788.0,-488.0,-9535.704526046115,204.6597417157275,-8756.0,-10588.0,16524.225022219518,180717694.16225448,1364952.6421861656,90971537.47566183,200.0,188.0,284.0,0.12121236048935594,0.8503978449966244,0.18252733078414865
185,12503.98431372549,1903.767511064,20172.0,8552.0,1133.678431372549,1536.6052281145028,5076.0,-3496.0,-10700.117647058823,1672.769083687416,-7000.0,-15404.0,16588.04807234768,159971585.6104575,3644839.173856209,117288845.20784314,2508.0,2704.0,2812.0,0.048744965093449916,-0.7713830512857514,-0.009150846292945138
186,10737.891506067095,915.1397142203692,13428.0,8232.0,654.4254104211278,758.156379415395,3340.0,-1804.0,-12548.369735902927,901.1148161031537,-9284.0,-14592.0,16595.116687391746,116139495.80585296,1002868.573875803,158273301.1448965,1042.0,888.0,984.0,0.020807742465684793,0.9745092597663971,0.0331533202091034
187,13265.524595803234,2080.813242584057,16472.0,6696.0,574.2332301341589,1823.7255152420669,8160.0,-5016.0,-9284.964568283454,2027.3900348791635,-4872.0,-14984.0,16557.55135000498,180302437.11867905,3654574.431372549,90319463.45235638,1996.0,902.0,2934.0,-0.4544570210193847,0.941771407512147,-0.3951948911648834
188,13801.462160875773,2638.1267571482995,30868.0,8832.0,-412.47977153736315,1932.4672643553124,4320.0,-6364.0,-9039.38505473584,1948.5396638668267,-4404.0,-17496.0,16685.577469965356,197436757.9933365,3902791.8362684436,85505481.84673965,2520.0,3356.0,2412.0,-0.046961092466235435,-0.5066706174190443,0.04380156852889535
189,14540.790697674418,650.4925448223477,16256.0,13020.0,552.5683139534884,288.22033503141074,1896.0,-960.0,-7700.8066860465115,1350.104838768428,-4260.0,-9880.0,16533.573137519357,211857580.90697673,388372.51744186046,61124544.343023255,984.0,348.0,1912.0,0.08419965847688202,0.9792112030065013,0.09910736963519062
190,15624.845036319613,578.3180463789677,18564.0,12176.0,504.8910411622276,1065.7791786549392,4536.0,-4344.0,-4861.680387409201,1861.1464093788798,1540.0,-10772.0,16519.824889751235,244470031.71912834,1390112.6392251817,27097705.375302665,1012.0,1434.0,3392.0,-0.5243786686743719,0.8877593116740434,-0.5427173852877716
191,15950.575079872204,2741.032420331688,27928.0,10964.0,-734.3130990415335,1713.855367131291,3804.0,-7132.0,-3928.1128860489885,1062.1685942317604,-740.0,-7832.0,16559.168197693027,261930103.43769968,3474951.8892438766,16557672.221512247,3195.0,2902.0,1391.0,-0.075478096944888,-0.4963198460364353,0.06505178950005595
192,11746.260099612618,987.1630554172515,14124.0,9044.0,-1298.4836745987825,1667.8842064310809,2524.0,-4380.0,-11370.426120641949,814.0234635887563,-8208.0,-14452.0,16533.04572033232,138948577.93912563,4466358.100719425,129948857.6602103,1830.0,3428.0,1424.0,0.9318574634028802,0.968142997712536,0.9046454006957758
193,15026.88492706645,192.05980765337418,16644.0,13052.0,1565.679092382496,354.7740458625285,5092.0,840.0,-6662.495948136143,278.98384794214246,-4552.0,-7744.0,16518.70151259879,225844127.68881685,2577113.6466774717,44466621.17341977,192.0,252.0,336.0,-0.1776365171304895,0.5845269737345343,-0.016830049803151174
194,15509.531707317074,3128.1676531161893,32732.0,5912.0,1193.9726829268293,1468.9539653453003,7188.0,-6440.0,-5573.196097560975,1334.287782439892,-1556.0,-13632.0,16638.43159094431,250326233.26439023,3582343.9219512194,32839970.177560974,2680.0,2042.0,1396.0,0.12091123754311892,-0.37149351787298396,0.006275086599173472
195,13035.00441826215,150.64766033353143,13992.0,12360.0,255.62886597938143,103.19887390369313,932.0,-224.0,-10153.250859106529,173.9340208824445,-9068.0,-10564.0,16526.429298159466,169934023.760432,75990.89641629848,103118741.19980364,132.0,128.0,136.0,0.10187765829602483,0.7731473405000051,0.19363586734927826
196,15359.928470588235,257.1045398477542,17520.0,13320.0,-340.0621176470588,608.9497518537203,1796.0,-2404.0,-5918.0084705882355,394.2046199806554,-3956.0,-7532.0,16480.801868030623,235993474.25882354,486287.54070588236,35178148.4122353,256.0,792.0,552.0,0.12831872084914367,0.5367140481171402,0.07527108504007102
199,14907.23948051948,3076.514468644566,29280.0,8924.0,530.1942857142857,1456.6066015761678,5828.0,-4348.0,-7117.248831168831,1673.734389177233,-3916.0,-15996.0,16643.865501114527,231685813.35272726,2401706.589090909,53455162.46441559,3848.0,2272.0,2136.0,0.0007004449411934525,-0.48934685299299535,0.0390055629725978
296,12783.411825192801,292.9853708549095,13484.0,11796.0,1269.1043701799485,302.78445440553384,1940.0,-76.0,-10429.08380462725,394.13321272426333,-9396.0,-11572.0,16556.57058118394,163501414.18611825,1702257.1928020567,108921050.12647815,280.0,204.0,404.0,0.80912770190945,0.9580945835246916,0.8258498149709727
299,14460.366636113657,477.0261358585325,16220.0,12104.0,1099.0485792850595,512.3546853852519,3872.0,-2736.0,-7851.516040329972,818.9747454141298,-5976.0,-10752.0,16525.642033783235,209329652.89825848,1470294.7974335472,62316716.377635196,748.0,447.0,1407.0,0.0038081649225158156,0.932669058701866,0.06407629693999643
300,12847.236565781346,2921.5260012140316,28892.0,5844.0,1358.613959234095,1873.3636719269832,7464.0,-3484.0,-10302.443483631872,2579.9432365018315,-3572.0,-18788.0,16660.70579405542,173581529.5861643,5353155.646695491,112792337.59110563,3298.0,2894.0,3654.0,0.06455678250161039,-0.8289748411635098,-0.2330885852120162
303,7705.2990173139915,220.64065079386606,8876.0,6944.0,-1376.2227421619093,244.18450035350057,-256.0,-2448.0,-14575.470285446889,142.18444324306276,-13484.0,-15312.0,16547.810518829934,59420292.46233037,1953587.2044922789,212464540.99766028,296.0,312.0,164.0,0.22595006828399586,0.6780502136564133,0.03483670464111829
304,14520.713740458015,511.1588844416476,16544.0,11600.0,-1136.3778625954199,876.985874289448,2268.0,-3488.0,-7589.932569974555,843.5753345835033,-4344.0,-11816.0,16476.13413254158,211112327.83206108,2060214.2442748093,58318469.41984733,460.0,516.0,808.0,0.1392232217253979,0.91649297114796,0.0666852881911122
305,13295.904375,3218.837564016015,32767.0,5748.0,123.7125,1819.1171785820006,6892.0,-6188.0,-9709.69,2276.647982818939,-5280.0,-16248.0,16629.389330134516,187135512.840625,3322423.85,99457966.48,3573.0,2917.0,3621.0,-0.056733146856423264,-0.6756288631844871,-0.1762118716072344
306,12161.324963785612,245.6377249773864,13448.0,11444.0,-1218.7407049734427,446.5758136882132,1068.0,-3576.0,-11237.724770642202,302.63083418043016,-9116.0,-12388.0,16613.54815170201,147958133.6320618,1684662.5668759053,126377999.21970063,308.0,342.0,362.0,0.5246534693717053,0.8494586270622946,0.37689332843426676
307,15784.175413371675,291.91050811435525,17200.0,14204.0,-675.8475916606758,819.8592824028021,3412.0,-2132.0,-4900.934579439252,647.9246697969292,-1184.0,-8064.0,16576.11239167,249225343.96549246,1128455.9827462258,24438664.32782171,220.0,1152.0,582.0,-0.14780257215298906,0.8303122196229938,-0.25873985954229484
308,15282.539857064321,3387.4219365412405,27404.0,8024.0,-610.3903243540407,1745.1365565876067,5224.0,-6856.0,-6231.296316657505,2841.199185465194,312.0,-17916.0,16739.117562773277,245024343.65255636,3416403.6767454646,46897028.76745465,5468.0,2342.0,4200.0,-0.05141669750630878,-0.5686974012589674,0.06665901818048248
309,14337.600584154801,197.94192270021827,15764.0,12352.0,-675.3106973347938,332.8537226112401,928.0,-4060.0,-8232.575392479006,279.98400584435745,-6468.0,-9840.0,16553.440473891067,205605957.21066082,566795.6889375685,67853660.01606426,164.0,264.0,264.0,0.21356896108409973,0.7868296346320963,0.045658650929263536
310,15800.594936708861,261.7081277482188,18100.0,13532.0,-641.8101265822785,539.8953030094063,2432.0,-2792.0,-4761.094936708861,501.6415101201041,-972.0,-6860.0,16532.446910728646,249727264.4050633,703291.8734177215,22919569.65822785,244.0,548.0,633.0,0.13709722537638022,0.7776123833762187,0.05416110221139377
311,14979.54255319149,3330.2290100678483,25580.0,8564.0,-920.5404255319149,1479.6892779212585,3804.0,-5468.0,-7088.687234042553,2260.9046920778705,-224.0,-13888.0,16737.274273172272,235471221.2,3035710.4170212764,55358457.74468085,5563.0,1872.0,3933.0,-0.09426068876143687,-0.5713626533436699,0.015300435476597419
